model;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_activation;param_alpha;param_batch_size;param_early_stopping;param_hidden_layer_sizes;param_learning_rate;param_learning_rate_init;param_max_iter;param_solver;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;split5_test_score;split6_test_score;split7_test_score;split8_test_score;split9_test_score;split10_test_score;split11_test_score;split12_test_score;split13_test_score;split14_test_score;split15_test_score;split16_test_score;split17_test_score;split18_test_score;split19_test_score;split20_test_score;split21_test_score;split22_test_score;split23_test_score;split24_test_score;split25_test_score;split26_test_score;split27_test_score;split28_test_score;split29_test_score;split30_test_score;split31_test_score;split32_test_score;split33_test_score;split34_test_score;split35_test_score;split36_test_score;split37_test_score;split38_test_score;split39_test_score;split40_test_score;split41_test_score;split42_test_score;split43_test_score;split44_test_score;split45_test_score;split46_test_score;split47_test_score;split48_test_score;split49_test_score;split50_test_score;split51_test_score;split52_test_score;split53_test_score;split54_test_score;split55_test_score;split56_test_score;split57_test_score;split58_test_score;split59_test_score;split60_test_score;split61_test_score;split62_test_score;split63_test_score;split64_test_score;split65_test_score;split66_test_score;split67_test_score;split68_test_score;split69_test_score;split70_test_score;split71_test_score;split72_test_score;split73_test_score;split74_test_score;split75_test_score;split76_test_score;split77_test_score;split78_test_score;split79_test_score;split80_test_score;split81_test_score;split82_test_score;split83_test_score;split84_test_score;split85_test_score;split86_test_score;split87_test_score;split88_test_score;split89_test_score;split90_test_score;split91_test_score;split92_test_score;split93_test_score;split94_test_score;split95_test_score;split96_test_score;split97_test_score;split98_test_score;split99_test_score;mean_test_score;std_test_score;rank_test_score
activation:relu_alpha:0.001_batch_size:1_early_stopping:False_hidden_layer_sizes:(10, 5, 5, 5)_learning_rate:constant_learning_rate_init:0.01_max_iter:1250_solver:adam;0.49099819898605346;0.18867766805041752;0.0004505467414855957;9.823789745029511e-05;relu;0.001;1;False;(10, 5, 5, 5);constant;0.01;1250;adam;-0.10702771301191916;-0.006858648056066371;-0.035848077576601974;-0.012159478910513005;-0.0015192939111352609;-0.12993550295739326;-0.1798316048252925;-0.19692385827358613;-0.004004002642796504;-0.02886738519116272;-0.02798376500648597;-0.14213782264080013;-0.12722243861861326;-0.05655468785740055;-0.028429842965548;-0.03181015989101845;-0.0004158601495822392;-0.08794500727864041;-0.025369184174412102;-0.22266163144120651;-0.001934324573725322;-0.09677891819153916;-0.06402668964482723;-0.018431696984818936;-0.033325549857927496;-0.056017170483426026;-0.060783550056156134;-0.09878358397343512;-0.007859601273472155;-0.05319077338644838;-0.05692238370569482;-0.025752861265786714;-0.05417583015565928;-0.3837428273907452;-0.008995050791672529;-0.2834682645377626;-0.001586191334120173;-0.07324395612520124;-0.16261042825034513;-0.002313964149996411;-0.06564438560421296;-0.0008668455811179796;-0.01050331376096244;-0.2026690928779844;-0.10459136083281838;-0.050781324716974684;-0.15997152208828397;-0.13084506897816497;-0.015210027840579272;-0.3864899737453246;-0.018296050255307023;-0.3316027526050786;-0.13812113920239086;-0.0684109060838327;-0.0443697658112584;-0.026031838378681695;-0.04502270537811264;-0.1805583684207536;-0.024974755209954253;-0.00022764897465313034;-0.11271976367010349;-0.11643606419028434;-0.08513635033834731;-0.3007682146120359;-0.0060158678454132015;-0.030064008719731944;-0.1742015766958628;-0.09046826475612797;-0.00422192549038874;-0.05942106716682144;-0.0020748095039637847;-0.16355109175416013;-0.05695020600535394;-0.056681581797716936;-0.0413920612875361;-0.19991711427936457;-0.15398008366351665;-0.018615332647938878;-0.1501609654081718;-0.05574155349566065;-0.06917311119694676;-0.061020920742456984;-0.32044802813818396;-0.013133635299951455;-0.048994174696416405;-0.045700517976723344;-0.015136202322299652;-0.07376102387323726;-0.20573468286810362;-0.24407761799996727;-0.3255398315551321;-0.05071850802713921;-0.10495919234776126;-0.023314702187493524;-0.07769693446726933;-0.005778938702657554;-0.347685838910478;-0.16796186634767382;-0.0064551442913158815;-0.08868958688405666;-0.09177136790023145;0.09391325649091062;1044
activation:relu_alpha:0.01_batch_size:2_early_stopping:False_hidden_layer_sizes:(10, 5, 5, 5)_learning_rate:adaptive_learning_rate_init:0.01_max_iter:2500_solver:adam;0.4084850549697876;0.16212786857021358;0.0004510831832885742;9.633909767965655e-05;relu;0.01;2;False;(10, 5, 5, 5);adaptive;0.01;2500;adam;-0.10797012256464471;-0.0033595100671898795;-0.002147641214965129;-0.021480699430242455;-0.07534353230418372;-0.19087928346417157;-0.039120898547637166;-0.012034422086654535;-0.3448087438593934;-0.008142742170782312;-0.06861913013334146;-0.015094717726569347;-0.12848524438639886;-0.17832704359412707;-0.07130662961444557;-0.33145641971659584;-0.06537408284999054;-0.003343842335087898;-0.1444331754760687;-0.22123093432788832;-0.00015543186824235102;-0.006941012363511804;-0.05589179233544663;-0.07806099961632841;-0.017506318685557246;-0.1380007706055032;-0.0037199059816511643;-0.3267301981239374;-0.18917557347857672;-0.008489088567423872;-0.10361165822298016;-0.021765034143480935;-0.032713248303279145;-0.44364878219221754;-0.025710572244614722;-0.026885535326018953;-0.028062682388344307;-0.05969700090594937;-0.049951386147041026;-0.0673748197793717;-0.0010919815654665643;-0.009277626393649189;-0.004149217598822109;-0.04881386595732079;-0.17297010631370127;-0.0027388052923702304;-0.02629899679067876;-0.06573133672913667;-0.07736355881061148;-0.0591301024324177;-0.07026114612291207;-0.32316360585441645;-0.006530223396095336;-0.35669474698897013;-0.060926585439558145;-0.01096373523993594;-0.05015552495849631;-0.09313460764744787;-0.03913713643075491;-0.09146754155932212;-0.01636127508233042;-0.11229546018168161;-0.004929461723573979;-0.31614860749195284;-0.008068911301667933;-0.197567922899185;-0.29905361065428737;-0.000547499358006816;-0.0026225769777983507;-0.029232311070745393;-0.1616550432390174;-0.16608516511047305;-0.008214458272360071;-0.0013810328970874526;-0.16970800106460335;-0.03748844568934917;-0.1515755998897815;-0.046006105889857346;-0.1522783153107353;-0.06718844154397165;-0.1686281233565111;-0.07139417248653854;-0.0359604871317425;-0.25915858052981794;-0.045136175287430615;-0.02940728155822205;-0.06685461936979996;-0.0004477992360749324;-0.2014316479704101;-0.03398277422187431;-0.32496972486614417;-0.040216148103137776;-0.00027285318218197983;-0.0036219683963459974;-0.0305684204798609;-0.06707156627137607;-0.28136321755789745;-0.0943774207649961;-0.05627648938765417;-0.22761788764046162;-0.09274216682118883;0.10219983280330659;1045
activation:relu_alpha:0.0001_batch_size:1_early_stopping:False_hidden_layer_sizes:(10, 5, 5, 5)_learning_rate:adaptive_learning_rate_init:0.01_max_iter:2500_solver:adam;0.422458701133728;0.18185567688920132;0.00045406103134155274;9.506206771110013e-05;relu;0.0001;1;False;(10, 5, 5, 5);adaptive;0.01;2500;adam;-0.08103284540207863;-0.001903144428849864;-0.055831841280715395;-0.12032712254197547;-0.06369129658244507;-0.0831233142096013;-0.019478232568523615;-0.2082334558923347;-0.0658490168183397;-0.0006734626773231968;-0.0069755360393144485;-0.14269700483115333;-0.12369343257817056;-0.030731393234310192;-0.056291084124560326;-0.04039824626037191;-0.006945398909302062;-0.07939463926623126;-0.04942312312612058;-0.2210186177830078;-0.012528489297440664;-0.06482545658992729;-0.05978025878590194;-0.009718439316268835;-0.14789206575448186;-0.020400197900050782;-0.011345958901990888;-0.22772002791987825;-0.1908100272151956;-0.053228305522108534;-0.06537226945137165;-0.05742107759071771;-0.008714011794665256;-0.46302905191987226;-0.20774406490602937;-0.29360369248930623;-0.0005136521541368776;-0.000983596627208396;-0.16192621007835165;-0.06130913298409637;-0.01646301471860328;-0.132322218065016;-0.014002263594462251;-0.2121125028970939;-0.17317203083195642;-0.00779905225398837;-0.021607748307958096;-0.00546865104533794;-0.09982241201966863;-0.38786217357189084;-0.07021749185004711;-0.3392672742148854;-0.0029673255207854367;-0.3288173366295562;-0.053112722999846484;-0.06764092686768386;-0.05627222397574242;-0.07961836851898954;-0.0026250689613209794;-0.0198775044991475;-0.02688474366415029;-0.053890779049990574;-0.026467736976417997;-0.2714167894100353;-0.0694745815615181;-0.22874623522144952;-0.09461080089571074;-0.07576619195435923;-0.06624492207466963;-0.003644063271279949;-0.16216397810603708;-0.16776230014042193;-0.1382843034303893;-0.0005289445711348513;-0.04137363552709247;-0.019006931262424285;-0.2644405677509533;-0.05370585187864779;-0.06406138950178143;-0.09516842397544743;-0.15579509214056114;-0.02001482188594379;-0.31647314052701786;-0.008775806837338815;-0.052087268321419244;-0.000757311239010032;-0.06115656234805128;-0.07064666889687132;-0.04643053477535067;-0.16369640366054486;-0.030048920441438202;-0.03203210804031445;-0.08831681589783084;-0.010449989290497367;-0.0014060676960534607;-0.06748070212425498;-0.33408820669536127;-0.08025455012596604;-0.10476922809825671;-0.21555413868099438;-0.094515040150447;0.09809943741183672;1046
activation:relu_alpha:0.001_batch_size:1_early_stopping:False_hidden_layer_sizes:(10, 5, 5, 5)_learning_rate:adaptive_learning_rate_init:0.01_max_iter:2000_solver:adam;0.5341862940788269;0.19476512567895693;0.0004687929153442383;9.436271002732596e-05;relu;0.001;1;False;(10, 5, 5, 5);adaptive;0.01;2000;adam;-0.037982717709662404;-0.08895260464531973;-0.02400727508772191;-0.07739718607252227;-0.00017113806963922772;-0.09307126560702038;-0.1706345111546034;-0.014220779990980337;-0.35885199123199657;-0.0003420781507139247;-0.04696413358109688;-0.010151299203510504;-0.02191445471032517;-0.17687650895319051;-0.0397427339154947;-0.020458240942921705;-0.0055363276263998215;-0.009667381886496167;-0.009514038601010784;-0.025886481706001063;-0.00016345599213051727;-0.0016098889900924955;-0.005114908862204263;-0.02490845724942851;-0.04215602416647593;-0.14071880185663735;-0.061674786042953844;-0.3327002866635877;-0.19436116763724084;-0.14737559763083255;-0.06649513596309305;-0.01090798831024739;-0.04439103964183285;-0.4692529018086769;-0.19516432283511131;-0.28808621124183964;-0.07547553526308347;-0.09694980012025282;-0.009265995793890624;-0.08603717647809554;-0.06200052100733403;-0.13155474393941605;-0.05475519725880707;-0.2000285078625691;-0.05704387319823385;-0.08896509768885907;-0.024375300598198712;-0.1385910391920664;-0.015397687498005094;-0.1001143160739687;-0.06592860712874916;-0.1114635970917326;-0.137184217026295;-0.3419796232936778;-0.03864980023445283;-0.08812639023931423;-0.006881914221823841;-0.28924400245216325;-0.0036508110669498865;-0.00563337153361971;-0.03436889884808544;-0.09449028273420129;-0.08845854037816107;-0.29596285872687833;-0.06049725557911719;-0.041454784756263734;-0.3313590099497084;-0.08551477542980969;-0.06839967670052009;-0.058831662752729684;-0.16165357081737727;-0.033568095474183136;-0.13834480366889937;-0.09642522424956629;-0.043034923030878934;-0.059441313927678145;-0.1296135719564536;-0.03237922990807825;-0.15093694124140433;-0.04882393937050853;-0.135921238467438;-0.00029678183938610194;-0.3166594926591893;-0.01172073069483512;-0.04131924982255733;-0.029114990512087702;-0.07539874713426371;-0.0008190235738825196;-0.20446324705845817;-0.16394739313835135;-0.3494247045078547;-0.030529042417247947;-0.023366562480075927;-0.0648276461023236;-0.008522510385937319;-0.0005433447019073725;-0.02600949490727213;-0.10427014909208288;-0.15611945704784994;-0.21056123052569467;-0.09494115646569772;0.09899310018699564;1047
activation:relu_alpha:0.001_batch_size:1_early_stopping:False_hidden_layer_sizes:(10, 5, 5, 5)_learning_rate:adaptive_learning_rate_init:0.01_max_iter:2500_solver:adam;0.506562101840973;0.2365514232230642;0.000476381778717041;0.00010433483106236181;relu;0.001;1;False;(10, 5, 5, 5);adaptive;0.01;2500;adam;-0.033182228386383614;-0.0707837354744633;-0.01897647828415548;-0.1267038438222683;-0.06876412488532771;-0.09574011471066048;-0.025854243834394264;-0.008922762350648294;-0.35284824785599533;-0.08527972749010475;-0.04674030761600633;-0.019304494924019828;-0.031195230978073776;-0.024588481299308112;-0.04688245958696219;-0.3490357584734389;-0.016819205556342778;-0.07571829028625042;-0.01587253817955135;-0.22410163668007946;-0.08126694031306454;-0.0006367863904899351;-0.0034882128662543747;-0.24618927708283736;-0.1478576701267482;-0.1378121830950818;-0.05653639907411454;-0.31233169072862277;-0.18975047566529227;-0.05365544204362819;-0.05633498356023285;-0.002895794988240599;-0.03957981658353313;-0.4506439634342884;-0.20454826459675535;-0.2633113087338176;-0.07935354297249168;-0.05831767851909114;-0.027037100369382092;-0.07153653868949189;-0.005619505573305575;-0.13155623292027827;-0.02252310608777282;-0.040366095163742545;-0.028819033729473753;-0.0002172656840308273;-0.15946847980119547;-0.13819518341358678;-0.04366668403556492;-0.34742216540123166;-0.07120594038051073;-0.3500710079814106;-0.13694760269246;-0.3686794393510137;-0.00883844551407134;-0.060011691047108094;-0.051118952793180426;-0.28871271789921676;-0.04931439772538345;-0.012972344494627489;-0.1176050709078053;-0.11495248514630978;-0.09789744000047985;-0.03056053680098811;-0.030339880761267302;-0.03664769014993548;-0.32090693739631726;-0.00015538349327181918;-0.08558338492224853;-0.09068311952292657;-0.1629095650605041;-0.16973818152381617;-0.08269245663182304;-0.022369745839668265;-0.02977366730546423;-0.03427638266886491;-0.15923166691205445;-0.05586666603375493;-0.05616535762351487;-0.029408282299443866;-0.15276186000259837;-0.07467091957532597;-0.0315555976564285;-0.025956650896224426;-0.02108414408323107;-0.0354892947635603;-0.0015221649062287068;-0.010702216375790734;-0.009172208614301354;-0.050778076367937096;-0.3218952313117251;-0.030510959270104398;-0.009845509294105612;-0.06827928620395805;-0.0475523712660871;-0.06524194268942457;-0.049140003725785954;-0.16925031685321631;-0.05081968524620129;-0.019868748118826222;-0.09509985360418577;0.10168435007522127;1048
activation:relu_alpha:0.001_batch_size:1_early_stopping:False_hidden_layer_sizes:(10, 5, 5, 5)_learning_rate:constant_learning_rate_init:0.01_max_iter:2500_solver:adam;0.5826090168952942;0.23735465368832756;0.00046068668365478515;9.930113280642587e-05;relu;0.001;1;False;(10, 5, 5, 5);constant;0.01;2500;adam;-0.03828760267888274;-0.005709813395783768;-0.012150295403478823;-0.12354434187389206;-0.07481405517869212;-0.1769404160679446;-0.17222055946582185;-0.20840916709538682;-0.3264846138046786;-0.0870427504668203;-0.052794749591898796;-0.028906206713066707;-0.022558604056237583;-0.03112920493880854;-0.061986453539200466;-0.028805050652881678;-0.06563178794336749;-0.0037554435239209824;-0.00881476460990477;-0.0740569880669842;-0.08615453428315174;-0.01746388152935578;-0.0013936789191855935;-0.0334830415371963;-0.032725916488716304;-0.1418702527107821;-0.006241435643563688;-0.3307316421722403;-0.013751340119104338;-0.06536305250543696;-0.05810257977576434;-0.05954871762356348;-0.0414338546586742;-0.0634436764134032;-0.20413032490968197;-0.33625375313094996;-0.0012262038907539566;-0.08858534223456309;-0.034149564628635054;-0.0185899725935835;-0.015971005913000717;-0.005697913935250772;-0.022792634169716053;-0.10913820708556993;-0.1778368555439773;-0.02147233029689559;-0.15793640266195688;-0.07494710494759174;-0.04166973949706924;-0.3883543025854767;-0.03210800313365603;-0.323273139458951;-0.13515310616613202;-0.3216864910293757;-0.07352108759311425;-0.0037188848432432773;-0.033312055880568035;-0.15025100749866818;-0.05147704457662349;-0.09025354583862012;-0.021589980490250692;-0.117011424722474;-0.00010568194445801445;-0.04984969768800542;-0.06644320689657142;-0.19186029598077872;-0.33129888602327817;-0.08358405538673053;-0.0005297578637290431;-0.06216573572825162;-0.1678240934251472;-0.027641601984702047;-0.1339985339439472;-0.0004184799588980251;-0.1680950304954174;-0.19753444824251146;-0.15202673750087525;-0.01457770042804385;-0.015131926245517633;-0.08664332276900526;-0.15060328921087413;-0.12416958501519193;-0.3115919870691302;-0.22848681648969835;-0.006876062555600777;-0.0415235208203784;-0.05652844961932249;-0.00034341170207054694;-0.2123677502379285;-0.06572808608833504;-0.028033915075983504;-0.038265151534225335;-0.09941188466852252;-0.07649643899097418;-0.06275471755566688;-0.07579607161491829;-0.2898346702217265;-0.16924338031516492;-0.057751132816980494;-0.2384570917434148;-0.09691850508556116;0.09503723216686467;1049
activation:relu_alpha:0.01_batch_size:1_early_stopping:False_hidden_layer_sizes:(20, 15, 10, 5)_learning_rate:adaptive_learning_rate_init:0.01_max_iter:1250_solver:adam;0.6251645445823669;0.22509505592901932;0.0004682588577270508;0.00010617471313027046;relu;0.01;1;False;(20, 15, 10, 5);adaptive;0.01;1250;adam;-0.10735996305092486;-0.0008644300621338122;-0.0556722397665701;-0.026565517218404115;-0.0012471817636024072;-0.1915738084452225;-0.11553718785042456;-0.0531868581352778;-0.32801371287281905;-0.06867699082659037;-0.0450911813493271;-0.14253719182556138;-0.13368621236186393;-0.18300170692972695;-0.058755862855003636;-0.32301512148299355;-0.010403929180427905;-0.014555228721897457;-0.029414324815233622;-0.17464613823669473;-0.08399291757165825;-0.06960939740060125;-0.03450408931604477;-0.2992765751060478;-0.14776908145158293;-0.11884791390461132;-0.05884708559168045;-0.31958141517010286;-0.021620372669005256;-0.05442856386936901;-0.12078698331675435;-0.007421134710550693;-0.010119742734380292;-0.21196953969703888;-0.023404568804739626;-0.09233173835101725;-0.0024710432653512328;-0.07440468812008467;-0.1646029086335752;-0.0569711696771933;-0.06735594851483478;-0.13148148831291057;-0.019074388008381998;-0.20459334446911737;-0.21272415199169958;-0.0748201422031015;-0.1582582678007937;-0.13932058079473159;-0.012475311656773515;-0.37656671473145087;-0.07167338669660844;-0.3061459233131652;-0.1355400221774585;-0.36358044675853735;-0.04990516883901528;-0.07281002268576377;-0.020366661762649348;-0.1835378333371375;-0.11686026211508092;-0.0003241022228413569;-0.11347857090066509;-0.11296415645093466;-0.0013980686031371693;-0.3014595454355936;-0.06027979133634651;-0.046323653398591506;-0.1468939498056966;-0.084516764587584;-0.05450073873600169;-0.08258188053533135;-0.028711320431057397;-0.17094175043628115;-0.05799873487512456;-0.08103598086838266;-0.16787492467259427;-0.04520582049498901;-0.10834018704994158;-0.046883650931922226;-0.15187408149528608;-0.0006478225658114845;-0.04477499517516456;-0.015801969253937394;-0.2228764326754531;-0.25730323817546663;-0.007797710130178946;-0.05130083633084611;-0.00200895239546137;-0.00042032442471743583;-0.21102390540306779;-0.044536515051466156;-0.09304856592658026;-0.023985546900539795;-0.002281059729301638;-0.05978980874731641;-0.02854104617921138;-0.0012693118387796288;-0.09167461999377712;-0.1736287348436375;-0.0025559384864845985;-0.21823681945607395;-0.10170947610232876;0.09235582445462726;1050
activation:relu_alpha:0.01_batch_size:1_early_stopping:False_hidden_layer_sizes:(20, 15, 10, 5)_learning_rate:constant_learning_rate_init:0.01_max_iter:2000_solver:adam;0.6799268817901611;0.20122813522088562;0.0004817390441894531;9.24953800686405e-05;relu;0.01;1;False;(20, 15, 10, 5);constant;0.01;2000;adam;-0.1070365289925927;-0.04912257356106492;-0.006124703024576257;-0.12256001609630363;-0.09809969563145475;-0.0873482704465894;-0.17755554742732657;-0.209894578401815;-0.3414822079826549;-0.12565793641903392;-0.023385479809373177;-0.013116648534713546;-0.03459807753990791;-0.17673453327376007;-0.03883361188954015;-0.3218250949065223;-0.01752847628233176;-0.0029790584130544927;-0.032545581807624555;-0.22121211604556423;-0.03476827024188378;-0.06335253322615919;-0.07148814412008402;-0.3452265339484341;-0.14829030836112336;-0.13886615315343423;-0.059349788883665065;-0.3380574743292914;-0.19288751491918987;-0.1258784126074726;-0.05897749075339752;-0.06032765580203093;-0.05840524187741745;-0.04282056415842153;-0.10584904053980476;-0.0750658839144539;-0.0004194338470719032;-0.0021851903352337184;-0.035068542621481964;-0.02710083494587486;-0.06300584560233952;-0.1345019045148963;-0.06773490012084514;-0.1953204621781344;-0.05963423776083194;-0.07770077019029592;-0.09057852000582756;-0.13885090882456266;-0.02373356654858214;-0.3823898944801001;-0.008037061580478847;-0.07526233308972625;-0.0279973125423765;-0.13663328182193843;-0.04364442225547522;-0.07486193893351456;-0.00531207251309963;-0.054001987406480566;-0.04283768273916447;-0.07014687687145267;-0.03084984686555469;-0.11623397817700158;-0.02345933667400893;-0.31675150735733465;-0.015426921637090205;-0.04460713853690113;-0.3231807552122639;-0.07203323468972964;-0.004132105784741076;-0.06268171675791821;-0.1619400650218159;-0.16725015609868155;-0.13925691493247197;-0.0816134159237583;-0.16177149826844087;-0.2011359810681258;-0.023384897453698917;-0.05669195881320727;-0.1524264125776361;-0.01626858852866498;-0.14739536968292288;-0.000224998787464807;-0.2910762229291487;-0.1936976748889587;-0.007235276603083196;-0.04541170507741819;-0.018275830186963753;-0.03266897367497364;-0.2138795890109744;-0.16378934743734527;-0.29405612550932275;-0.026132770198158267;-0.002868011595707513;-0.060294227684933394;-0.0029437513674691472;-0.06459630109139963;-0.039874609677954385;-0.16955343750748367;-0.02404114641961849;-0.24377748862358864;-0.1017710101738579;0.09388838019952532;1051
activation:relu_alpha:0.01_batch_size:1_early_stopping:False_hidden_layer_sizes:(20, 15, 10, 5)_learning_rate:adaptive_learning_rate_init:0.01_max_iter:2000_solver:adam;0.6557806634902954;0.21188683592051233;0.0004606795310974121;9.289567965910138e-05;relu;0.01;1;False;(20, 15, 10, 5);adaptive;0.01;2000;adam;-0.10721844913705884;-0.07296133187198478;-0.053306033439981027;-0.12185303346917332;-0.08353850497128411;-0.19559954409755406;-0.031434762543693824;-0.016473622564838395;-0.1408953443173602;-0.030619849205639496;-0.050296834744855363;-0.14255375687495028;-0.03816237925512596;-0.17622156828898874;-0.08988570566686564;-0.11154409202456277;-0.06336695001995764;-0.08965233717155487;-0.1459986872391756;-0.02780089748643419;-0.033911833871834926;-0.0742772059178321;-0.06261086413397565;-0.038284344977599506;-0.1477667254243313;-0.1436923823173058;-0.0005118072557633945;-0.3056275377488683;-0.19080006501503477;-0.055351063200233246;-0.05721595395292823;-0.06913351924030188;-0.04827764558331273;-0.2868539819909381;-0.2059573694939071;-0.29269136221971687;-0.0954854834100496;-0.07906780063122347;-0.08222149405726238;-0.025285958530478717;-0.060766076251122306;-0.13161463406223997;-0.04346278873050816;-0.20807599127425547;-0.06416665580539628;-0.0013439880573968884;-0.15796773592024677;-0.03655544613016087;-0.05853427194895108;-0.37990182147030577;-0.021664465540112098;-0.04295045453540384;-0.13458181093021118;-0.21501171790089357;-0.051551791209272925;-0.07101116738258695;-0.004978121499823416;-0.23099049120313697;-0.053159252887502915;-0.07133043829718062;-0.11284467319414801;-0.11723501485752331;-0.004861543268163526;-0.32910120304799206;-0.059340054529271186;-0.20037073873312672;-0.08669373497889443;-0.06455470346685714;-0.001355420203181248;-0.09158279323238655;-0.16185961761475046;-0.16199720489583475;-0.1383605341685741;-0.0005350254983572582;-0.0520870155793326;-0.1369062101621181;-0.1710361546000815;-0.006610602561634222;-0.1521588739866071;-0.0042450241129275415;-0.15124172205918657;-0.0028561689378774464;-0.05614480719013826;-0.18696776142939742;-0.04036390353582401;-0.03242811154428637;-0.06985381087017624;-0.003839521563449411;-0.20446687857861534;-0.1648777929650688;-0.2911589323776658;-0.030814537799852115;-0.08586100846021151;-0.0033823232239348355;-0.07678479631994425;-0.06376873470369517;-0.07249263710630381;-0.16956363856043022;-0.07469696720103061;-0.23080487979942077;-0.10190132281318913;0.08135885795464154;1052
activation:relu_alpha:0.0001_batch_size:1_early_stopping:False_hidden_layer_sizes:(10, 5, 5, 5)_learning_rate:constant_learning_rate_init:0.01_max_iter:2000_solver:adam;0.4091433048248291;0.17463284528172993;0.00045812129974365234;9.926244516729564e-05;relu;0.0001;1;False;(10, 5, 5, 5);constant;0.01;2000;adam;-0.057989861219918365;-0.07120608605141153;-0.0205326205592971;-0.053074153300081896;-0.0028552314826334863;-0.15022226862634178;-0.18269870008024594;-0.04515018139899422;-0.3276024836292098;-0.087076620812213;-0.046947019225308806;-0.1435469288227544;-0.04680863497445608;-0.010955244197766348;-0.050367264364081545;-0.0582079933592593;-0.05937830965964739;-0.07507970482512412;-0.14675325339941786;-0.21640367761625046;-0.08178489361697386;-0.0005840976099164352;-0.0008370477252025026;-0.32821208914375927;-0.01659113305643435;-0.11401790667026564;-0.06197392940042625;-0.3716189351798606;-0.01589176191785183;-0.05335356281549255;-0.2602461089929889;-0.054772271205419276;-0.0641404599018404;-0.4667578067872053;-0.0029296397440412444;-0.27995827329893935;-0.008112190965749248;-0.0006646551324955473;-0.048554237496893575;-0.051392112196019656;-0.06606863792539912;-0.13377783942422947;-0.05186894119708877;-0.20409465967154491;-0.06621283579603399;-0.03816493594486425;-0.15880609495328568;-0.1387784146839639;-0.06667466944499863;-0.3800980596148699;-0.07044288814914504;-0.042741838389288474;-0.1348696990538209;-0.2321544791893406;-0.03078970156864726;-0.06254913279795805;-0.05780810641694856;-0.2982923431064766;-0.07374028739544701;-0.00463672106899805;-0.11260377375438721;-0.11351591720005798;-0.09442548443504732;-0.3298381267778248;-0.00042769876525593974;-0.02218358798901217;-0.34083437800916033;-0.0006843532196996841;-0.008100656425665764;-0.05619490721480034;-0.16104579039070493;-0.04954073673741984;-0.13916547930447742;-0.0028139886902413896;-0.15681030871769283;-0.026326727580760472;-0.18907996429191642;-0.04418528325387227;-0.0015349362462082072;-0.0009444547924159223;-0.15355562579153892;-0.012680114525839383;-0.3641246381486108;-0.26287643576265707;-0.007589582318260988;-0.11771052292364469;-0.05288217397465445;-0.0688753487263535;-0.005718979931419455;-0.16342269419419583;-0.34008673386741406;-0.0406095031002607;-0.00012184343510458595;-0.0018104600078586042;-0.010823491257422576;-0.05890172256035403;-0.03306115335269804;-0.11032167023184876;-0.05446632237301086;-0.041439127362714316;-0.10199154333897022;0.10656197651750125;1053
activation:relu_alpha:0.01_batch_size:1_early_stopping:False_hidden_layer_sizes:(20, 15, 10, 5)_learning_rate:constant_learning_rate_init:0.01_max_iter:2500_solver:adam;0.6995900535583496;0.21832114820035486;0.00046561479568481447;0.00010199315111164353;relu;0.01;1;False;(20, 15, 10, 5);constant;0.01;2500;adam;-0.10754179191072194;-0.0030258140850205665;-0.05359929518341481;-0.12490590100832626;-0.08203251716398693;-0.15679117048104171;-0.1783834400968851;-0.20885695529018378;-0.29973185260057816;-0.05593475163354681;-0.06599141873522198;-0.12283457510909286;-0.04936419013339347;-0.013425875727439572;-0.070573460102627;-0.3357313593634767;-0.0020138586282050413;-0.09224587561707272;-0.14537856867201834;-0.1372646286504991;-0.07143303565760065;-0.0012679185266686857;-0.06320153514100398;-0.3249914475287065;-0.1478075209864886;-0.14211264317379443;-0.061181423158076176;-0.3036902087278713;-0.02802115764770464;-0.035905589515128705;-0.00690599520481907;-0.0024239069267931908;-0.04577036636819515;-0.46448698908653513;-0.01989872911015491;-0.048519054456882815;-0.07927556091708661;-0.07909998259638905;-0.16226101338865934;-0.04848328619326044;-0.12301452424894516;-0.000803878357347043;-0.06867439818450903;-0.2220957027809005;-0.1740339343862856;-0.0012973316251287679;-0.05454732737705257;-0.11095354789764912;-0.03254762298678525;-0.42188275106099393;-0.07019634552348485;-0.33212615932503514;-0.04306577669667024;-0.3709771179485893;-0.06568656293330653;-0.08576840759191894;-0.012069102255826048;-0.015977322789231033;-0.045551086654747795;-0.06877707007751645;-0.11259192856736752;-0.024048456588975586;-0.08480481694238239;-0.2131498775549063;-0.06898129647269317;-0.052876393866210104;-0.10911078094505666;-0.08731707986420839;-0.0008022430792684601;-0.08289059010830878;-0.16273236210741412;-0.03342557153442001;-0.03209689736926661;-0.0026738973236867885;-0.058781196726104136;-0.19710398382682356;-0.057675116288948815;-0.06458376692344198;-0.018727635573715696;-0.0666184240366789;-0.04919936610171945;-0.06807139186146581;-0.3410228207252255;-0.25207567031074046;-0.03781268251043255;-0.055843459763022;-0.06305624893872824;-0.06660163526981792;-0.21060560129754427;-0.16721107188062403;-0.03702047619331166;-0.02278696111803588;-0.0030743839819921473;-0.04301874053732176;-0.05234228262919131;-0.001842772414924352;-0.32268593696801995;-0.027472752711087994;-0.022935941086722384;-0.15950980349420388;-0.10297592950700504;0.10169799458280034;1054
